signal_date,signal,close_at_signal,D_at_signal,R_at_first_dip,first_dip_date,recovery_date,ret_2w,ret_4w,ret_6w,ret_8w,ret_12w
2022-12-12,SELL,167.82000732421875,1.2883376654249132,-0.4947436295064691,2022-11-16,2022-11-30,-34.98987384540744,-26.576095910513775,-4.498869456710031,23.5371220808543,3.348823067520179
2023-07-25,BUY,265.2799987792969,1.2745226023714937,0.47523810418848317,2023-07-17,2023-07-20,-5.8730405242562895,-12.096651268680192,-5.036188431780941,-1.0140238441588068,-8.519302701866337
